fetched_ts_utc,game_date_et,lumify_event_id,event_name,starts_at_utc,captured_at,game_pk,metric,value
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,spread.away.line,1.5
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,total.over.bets_pct,67.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,total.over.handle_pct,72.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,total.over.line,8.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,total.under.bets_pct,33.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,total.under.handle_pct,28.0
2026-08-01T17:10:54Z,2026-08-01,11616,St. Louis Cardinals @ Toronto Blue Jays,2026-08-01T19:07:00Z,2026-08-01T17:05:17Z,822781,total.under.line,8.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,moneyline.home.bets_pct,66.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,moneyline.home.handle_pct,90.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,moneyline.away.bets_pct,34.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,moneyline.away.handle_pct,10.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,spread.home.bets_pct,58.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,spread.home.handle_pct,48.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,spread.away.bets_pct,42.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,spread.away.handle_pct,52.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,spread.away.line,1.5
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,total.over.bets_pct,28.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,total.over.handle_pct,18.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,total.over.line,7.5
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,total.under.bets_pct,72.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,total.under.handle_pct,82.0
2026-08-01T17:10:54Z,2026-08-01,11617,Minnesota Twins @ Seattle Mariners,2026-08-01T20:10:00Z,2026-08-01T17:05:17Z,823109,total.under.line,7.5
